sheet,company,calendar_quarter,type,kpi,value,yoy,yoy_vs_last_q,yoy_vs_last_y,qoq
OTEX,OTEX US EQUITY,2025-06-30,custom,enterprise_cloud_bookings,238,0.322222222222222,4070.70707070707,2246.61246612466,0.576158940397351
OTEX,OTEX US EQUITY,2025-09-30,custom,enterprise_cloud_bookings,160.4,0.206015037593985,-1162.07184628237,1068.41483874977,-0.326050420168067
OTEX,OTEX US EQUITY,2025-12-31,custom,enterprise_cloud_bookings,295,0.18,-260.150375939852,1206.77966101695,0.839152119700748
OTEX,OTEX US EQUITY,2025-03-31,custom,cloud_net_renewal_rate_pct,0.96,399.999999999999,,,100
OTEX,OTEX US EQUITY,2025-06-30,custom,cloud_net_renewal_rate_pct,0.96,399.999999999999,,,0
OTEX,OTEX US EQUITY,2025-09-30,custom,cloud_net_renewal_rate_pct,0.96,200,,,0
OTEX,OTEX US EQUITY,2025-12-31,custom,cloud_net_renewal_rate_pct,0.95,0,,,-100
PAY,PAY US EQUITY,2025-03-31,canonical,revenue,275.235,0.488762677484787,-760.249438744363,2423.69548743079,0.0673111599716143
PAY,PAY US EQUITY,2025-06-30,canonical,revenue,280.077,0.418671677928498,-700.909995562886,931.49148570842,0.017592239359093
PAY,PAY US EQUITY,2025-09-30,canonical,revenue,310.737,0.341864914000458,-768.067639280405,-1774.00551185242,0.109469895778661
PAY,PAY US EQUITY,2025-12-31,canonical,revenue,330.458,0.281455887884534,-604.090261159238,-2833.31733474689,0.0634652455291773
PAY,PAY US EQUITY,2025-03-31,canonical,gross_margin_gaap,23.9882,-453.11,,,-161.66
PAY,PAY US EQUITY,2025-06-30,canonical,gross_margin_gaap,25.5205,-423.86,,,153.23
PAY,PAY US EQUITY,2025-09-30,canonical,gross_margin_gaap,24.0876,-210.95,,,-143.29
PAY,PAY US EQUITY,2025-12-31,canonical,gross_margin_gaap,25.4168,-18.8000000000002,,,132.92
PAY,PAY US EQUITY,2025-03-31,canonical,operating_margin_gaap,5.7002,118.74,,,19.76
PAY,PAY US EQUITY,2025-06-30,canonical,operating_margin_gaap,5.6849,50.01,,,-1.52999999999999
PAY,PAY US EQUITY,2025-09-30,canonical,operating_margin_gaap,6.3916,117.16,,,70.6700000000001
PAY,PAY US EQUITY,2025-12-31,canonical,operating_margin_gaap,7.2832,178.06,,,89.16
PAY,PAY US EQUITY,2025-03-31,custom,transactions,173.2,0.280118255728012,-500.099494001933,331.136474330809,0.0433734939759036
PAY,PAY US EQUITY,2025-06-30,custom,transactions,175.8,0.252136752136752,-279.815035912596,-300.550286851657,0.015011547344111
PAY,PAY US EQUITY,2025-09-30,custom,transactions,182.3,0.173857050869285,-782.79701267467,-1718.96848610784,0.0369738339021615
PAY,PAY US EQUITY,2025-12-31,custom,transactions,192.7,0.160843373493976,-130.136773753093,-1692.84831634229,0.0570488206253428
QLYS,QLYS US EQUITY,2025-03-31,canonical,revenue,159.899,0.0966633517369089,-44.7104682434185,-190.517757088953,0.0044474876092242
QLYS,QLYS US EQUITY,2025-06-30,canonical,revenue,164.062,0.103249320816634,65.859690797252,194.42864971901,0.0260351847103484
QLYS,QLYS US EQUITY,2025-09-30,canonical,revenue,169.882,0.104083396699747,8.34075883113128,204.82450194212,0.0354743938267239
QLYS,QLYS US EQUITY,2025-12-31,canonical,revenue,175.282,0.10107983491529,-30.0356178445682,-0.545636459603482,0.0317867696401031
QLYS,QLYS US EQUITY,2025-03-31,canonical,gross_margin_gaap,81.9098,56.3500000000005,,,15.0199999999998
QLYS,QLYS US EQUITY,2025-06-30,canonical,gross_margin_gaap,82.3987,16.170000000001,,,48.8900000000001
QLYS,QLYS US EQUITY,2025-09-30,canonical,gross_margin_gaap,83.6369,237.519999999999,,,123.819999999999
QLYS,QLYS US EQUITY,2025-12-31,canonical,gross_margin_gaap,83.36,160.039999999999,,,-27.6899999999998
QLYS,QLYS US EQUITY,2025-03-31,canonical,operating_margin_gaap,32.3673,166.81,,,132.72
QLYS,QLYS US EQUITY,2025-06-30,canonical,operating_margin_gaap,31.3339,-98.9800000000002,,,-103.34
QLYS,QLYS US EQUITY,2025-09-30,canonical,operating_margin_gaap,35.2921,607.6,,,395.82
QLYS,QLYS US EQUITY,2025-12-31,canonical,operating_margin_gaap,33.5659,252.58,,,-172.62
QLYS,QLYS US EQUITY,2025-03-31,custom,current_billings_in_k,155266,0.0732722270609543,-566.308539548785,-106.036710742212,-0.194791185881645
QLYS,QLYS US EQUITY,2025-06-30,custom,current_billings_in_k,152209,0.0801552720098784,68.8304494892411,956.996030447466,-0.0196887921373643
QLYS,QLYS US EQUITY,2025-09-30,custom,current_billings_in_k,186387,0.113728981679553,335.737096696751,-268.362780850466,0.224546511704301
QLYS,QLYS US EQUITY,2025-12-31,custom,current_billings_in_k,204933,0.0627816643934718,-509.473172860817,-671.21416622361,0.0995026477168472
QLYS,QLYS US EQUITY,2025-03-31,custom,dollar_based_net_retention_percent,1.03,-100,,,0
QLYS,QLYS US EQUITY,2025-06-30,custom,dollar_based_net_retention_percent,1.04,200,,,100
QLYS,QLYS US EQUITY,2025-09-30,custom,dollar_based_net_retention_percent,1.04,100,,,0
QLYS,QLYS US EQUITY,2025-12-31,custom,dollar_based_net_retention_percent,1.03,0,,,-100
RPD,RPD US EQUITY,2025-03-31,canonical,revenue,210.253,0.0251193314513336,-284.350462402696,-945.865219994837,-0.0277812458094617
RPD,RPD US EQUITY,2025-06-30,canonical,revenue,214.193,0.0298185979201022,46.9926646876861,-624.449010453536,0.0187393283330084
RPD,RPD US EQUITY,2025-09-30,canonical,revenue,217.96,0.0154015299039385,-144.170680161637,-641.134643377497,0.0175869426171724
RPD,RPD US EQUITY,2025-12-31,canonical,revenue,217.388,0.00521129561039668,-101.902342935418,-483.430820812065,-0.00262433474031931
RPD,RPD US EQUITY,2025-03-31,canonical,gross_margin_gaap,71.7103,144.880000000001,,,217.9
RPD,RPD US EQUITY,2025-06-30,canonical,gross_margin_gaap,70.5597,-18.5199999999995,,,-115.06
RPD,RPD US EQUITY,2025-09-30,canonical,gross_margin_gaap,70.1854,-45.7099999999997,,,-37.4300000000005
RPD,RPD US EQUITY,2025-12-31,canonical,gross_margin_gaap,68.9417,-58.9600000000004,,,-124.37
RPD,RPD US EQUITY,2025-03-31,canonical,operating_margin_gaap,-0.048,-478.52,,,-341.38
RPD,RPD US EQUITY,2025-06-30,canonical,operating_margin_gaap,1.6312,-167.66,,,167.92
RPD,RPD US EQUITY,2025-09-30,canonical,operating_margin_gaap,2.7083,-379.57,,,107.71
RPD,RPD US EQUITY,2025-12-31,canonical,operating_margin_gaap,1.0451,-232.07,,,-166.32
RPD,RPD US EQUITY,2025-03-31,custom,arr_in_k,201842.88,0.0359100612560848,-287.343625164829,-837.957921947325,-0.0277812458094617
RPD,RPD US EQUITY,2025-06-30,custom,arr_in_k,205625.28,0.0298185979201024,-60.9146333598232,-739.42411560779,0.0187393283330084
RPD,RPD US EQUITY,2025-09-30,custom,arr_in_k,211421.2,0.0259786291737711,-38.399687463313,-648.99680796777,0.0281868066027677
RPD,RPD US EQUITY,2025-12-31,custom,arr_in_k,210866.36,0.0156822466063382,-102.963825674329,-489.621771662294,-0.00262433474031931
RPD,RPD US EQUITY,2025-03-31,custom,customers,11685,0.0194555923922526,20.1675845159666,-193.336046351174,-0.00358147863903813
RPD,RPD US EQUITY,2025-06-30,custom,customers,11643,0.0138453500522466,-56.1024234000595,-36.0835775319335,-0.00359435173299105
RPD,RPD US EQUITY,2025-09-30,custom,customers,11618,-8.60659264997343E-05,-139.314159787464,-182.248671883295,-0.00214721291763287
RPD,RPD US EQUITY,2025-12-31,custom,customers,11674,-0.00451948494926235,-44.3341902276262,-219.583188899183,0.0048201067309348
SPSC,SPSC US EQUITY,2025-03-31,canonical,revenue,181.549,0.213757554687918,348.040141781398,254.01499137659,0.0622677830633034
SPSC,SPSC US EQUITY,2025-06-30,canonical,revenue,187.4,0.220083856350426,63.2630166250769,423.449286114979,0.0322282138706356
SPSC,SPSC US EQUITY,2025-09-30,canonical,revenue,189.904,0.160172525445059,-599.113309053663,-464.085848224456,0.0133617929562433
SPSC,SPSC US EQUITY,2025-12-31,canonical,revenue,192.652,0.12723293955192,-329.395858931396,-517.206009578584,0.0144704692897464
SPSC,SPSC US EQUITY,2025-03-31,canonical,gross_margin_gaap,68.6509,307.289999999999,,,117.439999999999
SPSC,SPSC US EQUITY,2025-06-30,canonical,gross_margin_gaap,68.0758,194.26,,,-57.5099999999992
SPSC,SPSC US EQUITY,2025-09-30,canonical,gross_margin_gaap,69.4941,103.25,,,141.83
SPSC,SPSC US EQUITY,2025-12-31,canonical,gross_margin_gaap,70.4353,295.88,,,94.1199999999995
SPSC,SPSC US EQUITY,2025-03-31,canonical,operating_margin_gaap,14.297,399.92,,,-18.0999999999999
SPSC,SPSC US EQUITY,2025-06-30,canonical,operating_margin_gaap,14.1249,-95.6899999999999,,,-17.21
SPSC,SPSC US EQUITY,2025-09-30,canonical,operating_margin_gaap,16.4246,80.2600000000002,,,229.97
SPSC,SPSC US EQUITY,2025-12-31,canonical,operating_margin_gaap,18.0045,352.65,,,157.99
SPSC,SPSC US EQUITY,2025-03-31,custom,billings,152631,0.252583030372662,636.405686837702,540.446505481353,0.0821133081411425
SPSC,SPSC US EQUITY,2025-06-30,custom,billings,158991,0.266739435273121,141.564049004592,770.522314816522,0.0416691235725377
SPSC,SPSC US EQUITY,2025-09-30,custom,billings,161839,0.196237711582526,-705.017236905949,-236.901513570587,0.017912963626872
SPSC,SPSC US EQUITY,2025-03-31,custom,analytics_recurring_revenue_in_k,13702,-0.0222634508348795,-835.528194582714,-1551.6563353496,-0.0454893765238593
SPSC,SPSC US EQUITY,2025-06-30,custom,analytics_recurring_revenue_in_k,13944,0.0321243523316062,543.878031664856,-309.018495725561,0.0176616552328128
SPSC,SPSC US EQUITY,2025-09-30,custom,analytics_recurring_revenue_in_k,14142,0.0219684925567278,-101.558597748783,-345.28682584515,0.0141996557659207
TENB,TENB US EQUITY,2025-03-31,canonical,revenue,239.137,0.107315672737207,21.8501537173221,-363.093199814581,0.0144486724274704
TENB,TENB US EQUITY,2025-06-30,canonical,revenue,247.295,0.117762982449003,104.473097117963,-165.968280475204,0.0341143361336806
TENB,TENB US EQUITY,2025-09-30,canonical,revenue,252.44,0.111639540618615,-61.234418303886,-151.858790480337,0.0208051113043126
TENB,TENB US EQUITY,2025-12-31,canonical,revenue,260.533,0.105213145492108,-64.2639512650711,0.82488126632807,0.0320591031532247
TENB,TENB US EQUITY,2025-03-31,canonical,gross_margin_gaap,78.0628,72.059999999999,,,-11.6100000000003
TENB,TENB US EQUITY,2025-06-30,canonical,gross_margin_gaap,77.9882,4.4700000000006,,,-7.45999999999896
TENB,TENB US EQUITY,2025-09-30,canonical,gross_margin_gaap,77.5182,-24.4200000000006,,,-47.0000000000013
TENB,TENB US EQUITY,2025-12-31,canonical,gross_margin_gaap,78.7781,59.9199999999996,,,125.99
TENB,TENB US EQUITY,2025-03-31,canonical,operating_margin_gaap,-7.4062,-327.12,,,-1291.04
TENB,TENB US EQUITY,2025-06-30,canonical,operating_margin_gaap,-3.0118,97.39,,,439.44
TENB,TENB US EQUITY,2025-09-30,canonical,operating_margin_gaap,2.8268,374.41,,,583.86
TENB,TENB US EQUITY,2025-12-31,canonical,operating_margin_gaap,3.3988,-210.54,,,57.2
TENB,TENB US EQUITY,2025-03-31,custom,current_billings,215.36,0.0890132839798341,-234.629229763863,-295.217838934689,-0.28727210148165
TENB,TENB US EQUITY,2025-06-30,custom,current_billings,238.619,0.0784893312181079,-105.239527617262,-268.968867386163,0.108000557206537
TENB,TENB US EQUITY,2025-09-30,custom,current_billings,267.506,0.076738541545075,-17.5078967303288,-289.080481604023,0.121059094204569
TENB,TENB US EQUITY,2025-12-31,custom,current_billings,327.785,0.0847952926069706,80.5675106189563,-276.809143492498,0.225337001786876
TENB,TENB US EQUITY,2025-03-31,custom,dbner_pct,1.08,-100,,,0
TENB,TENB US EQUITY,2025-06-30,custom,dbner_pct,1.07,-200,,,-100
TENB,TENB US EQUITY,2025-09-30,custom,dbner_pct,1.06,-200,,,-100
TENB,TENB US EQUITY,2025-12-31,custom,dbner_pct,1.06,-200,,,0
TENB,TENB US EQUITY,2025-03-31,custom,customers_100K,2042,0.189283634245778,341.412751522272,2.25462500625273,0.0271629778672031
TENB,TENB US EQUITY,2025-06-30,custom,customers_100K,2118,0.181260457334077,-80.2317691170051,-85.2056456373318,0.0372184133202742
TENB,TENB US EQUITY,2025-09-30,custom,customers_100K,2156,0.163518618456557,-177.418388775201,-205.069406488745,0.0179414542020775
TENB,TENB US EQUITY,2025-12-31,custom,customers_100K,2161,0.0870221327967806,-764.964856597763,-681.202262967697,0.00231910946196656
TYL,TYL US EQUITY,2025-03-31,canonical,revenue,565.165,0.103064452854346,-221.000704180296,172.199207649029,0.0444143839476947
TYL,TYL US EQUITY,2025-06-30,canonical,revenue,596.117,0.101928736210109,-11.3571664423695,291.575123439556,0.0547663071846276
TYL,TYL US EQUITY,2025-09-30,canonical,revenue,595.879,0.0967024148916786,-52.2632131843048,-16.4926011701372,-0.00039925048270717
TYL,TYL US EQUITY,2025-12-31,canonical,revenue,575.179,0.0629200692623413,-337.823456293374,-622.444540100344,-0.0347385962586365
TYL,TYL US EQUITY,2025-03-31,canonical,gross_margin_gaap,47.2572,360.299999999999,,,349.35
TYL,TYL US EQUITY,2025-06-30,canonical,gross_margin_gaap,45.8272,186.669999999999,,,-143
TYL,TYL US EQUITY,2025-09-30,canonical,gross_margin_gaap,47.2331,352.91,,,140.59
TYL,TYL US EQUITY,2025-12-31,canonical,gross_margin_gaap,45.5481,178.44,,,-168.5
TYL,TYL US EQUITY,2025-03-31,canonical,operating_margin_gaap,15.7782,270.57,,,253.08
TYL,TYL US EQUITY,2025-06-30,canonical,operating_margin_gaap,16.0364,161.15,,,25.82
TYL,TYL US EQUITY,2025-09-30,canonical,operating_margin_gaap,16.4349,119.08,,,39.8499999999999
TYL,TYL US EQUITY,2025-12-31,canonical,operating_margin_gaap,13.0351,-21.2300000000001,,,-339.98
TYL,TYL US EQUITY,2025-03-31,custom,saas_revenue_in_k,180080,0.210345198408431,-198.008066712403,-100.460577946613,0.0385595810697026
TYL,TYL US EQUITY,2025-06-30,custom,saas_revenue_in_k,189571,0.215370116298452,50.2491789002124,-166.933281205399,0.0527043536206131
TYL,TYL US EQUITY,2025-09-30,custom,saas_revenue_in_k,199786,0.199022949875168,-163.471664232842,-39.602497725082,0.0538848241555934
TYL,TYL US EQUITY,2025-12-31,custom,saas_revenue_in_k,208332,0.20149486141389,24.7191153872173,-286.511436657815,0.0427757700739793
VRNS,VRNS US EQUITY,2025-03-31,canonical,revenue,136.423,0.196462086264054,1678.11673217896,1341.61811423601,-0.139363084648675
VRNS,VRNS US EQUITY,2025-06-30,canonical,revenue,152.163,0.167377595016341,-290.844912477131,380.390169782536,0.11537643945669
VRNS,VRNS US EQUITY,2025-09-30,canonical,revenue,161.577,0.0912351081935325,-761.424868228087,-1193.807141566,0.061867865381203
VRNS,VRNS US EQUITY,2025-12-31,canonical,revenue,173.369,0.0937141198884641,24.7901169493159,650.637068423054,0.0729806841320237
VRNS,VRNS US EQUITY,2025-03-31,canonical,gross_margin_gaap,78.7294,-254.7,,,-483.36
VRNS,VRNS US EQUITY,2025-06-30,canonical,gross_margin_gaap,79.4635,-332.390000000001,,,73.4099999999998
VRNS,VRNS US EQUITY,2025-09-30,canonical,gross_margin_gaap,78.2463,-554.02,,,-121.719999999999
VRNS,VRNS US EQUITY,2025-12-31,canonical,gross_margin_gaap,78.9132,-464.98,,,66.6899999999998
VRNS,VRNS US EQUITY,2025-03-31,canonical,operating_margin_gaap,-32.0811,969.42,,,-2100.83
VRNS,VRNS US EQUITY,2025-06-30,canonical,operating_margin_gaap,-24.0216,-190.66,,,805.95
VRNS,VRNS US EQUITY,2025-09-30,canonical,operating_margin_gaap,-22.2396,-627.4,,,178.2
VRNS,VRNS US EQUITY,2025-12-31,canonical,operating_margin_gaap,-17.4553,-638.25,,,478.43
VRNS,VRNS US EQUITY,2025-03-31,custom,ARR,664.3,0.185614849187935,34.7856926159995,136.84290727362,0.034896401308615
VRNS,VRNS US EQUITY,2025-06-30,custom,ARR,693.2,0.186579938377268,9.65089189332913,111.272220794811,0.0435044407647149
VRNS,VRNS US EQUITY,2025-09-30,custom,ARR,718.6,0.178032786885246,-85.471514920219,-7.11174467410869,0.0366416618580496
VRNS,VRNS US EQUITY,2025-12-31,custom,ARR,745.4,0.161240068546503,-167.927183387435,-208.962113798326,0.0372947397717784
WIX,WIX US EQUITY,2025-03-31,canonical,revenue,473.651,0.128342258728465,-120.442474842153,61.7457087893669,0.0286586094189443
WIX,WIX US EQUITY,2025-06-30,canonical,revenue,489.93,0.124347670431857,-39.9458829660748,69.8433874819382,0.0343691874396972
WIX,WIX US EQUITY,2025-09-30,canonical,revenue,505.194,0.136102259413097,117.545889812398,70.3494544629302,0.0311554711897619
WIX,WIX US EQUITY,2025-12-31,canonical,revenue,524.269,0.138589004354389,24.8674494129175,-17.975018582912,0.037757772261745
WIX,WIX US EQUITY,2025-03-31,canonical,gross_margin_gaap,67.9528,65.9999999999997,,,-85.2800000000002
WIX,WIX US EQUITY,2025-06-30,canonical,gross_margin_gaap,68.7017,121.470000000001,,,74.8900000000006
WIX,WIX US EQUITY,2025-09-30,canonical,gross_margin_gaap,68.3433,28.3199999999994,,,-35.8400000000003
WIX,WIX US EQUITY,2025-12-31,canonical,gross_margin_gaap,67.3273,-147.83,,,-101.600000000001
WIX,WIX US EQUITY,2025-03-31,canonical,operating_margin_gaap,7.8972,559.36,,,7.44999999999996
WIX,WIX US EQUITY,2025-06-30,canonical,operating_margin_gaap,9.0433,247.87,,,114.61
WIX,WIX US EQUITY,2025-09-30,canonical,operating_margin_gaap,-1.459,-727.14,,,-1050.23
WIX,WIX US EQUITY,2025-12-31,canonical,operating_margin_gaap,-13.8456,-2166.83,,,-1238.66
WIX,WIX US EQUITY,2025-03-31,custom,bookings,510.905,0.117267063359291,-589.235574951816,151.328398623458,0.0996663796814463
WIX,WIX US EQUITY,2025-06-30,custom,bookings,509.924,0.112402077665964,-48.6498569332738,-379.206357364295,-0.00192012213620929
WIX,WIX US EQUITY,2025-09-30,custom,bookings,514.543,0.137146784651901,247.447069859372,-257.72296806355,0.00905821259638695
WIX,WIX US EQUITY,2025-12-31,custom,bookings,529.097,0.138822643133879,16.7585848197782,-373.67977720594,0.0282852939404481
WIX,WIX US EQUITY,2025-03-31,custom,creative_bookings,369.469,0.104088908279718,-429.969926518483,364.244611481508,0.136128536285363
WIX,WIX US EQUITY,2025-06-30,custom,creative_bookings,364.871,0.109141646426541,50.5273814682328,-100.754354239925,-0.0124448871217884
WIX,WIX US EQUITY,2025-09-30,custom,creative_bookings,366.35,0.121578016029978,124.363696034369,-288.920157046484,0.0040534873969158
WIX,WIX US EQUITY,2025-12-31,custom,creative_bookings,370.421,0.139055965559656,174.779495296775,-80.2993537191066,0.0111123242800599
WK,WK US EQUITY,2025-03-31,canonical,revenue,206.28,0.174267221504323,-251.651319486597,46.2763405118105,0.0319727448734046
WK,WK US EQUITY,2025-06-30,canonical,revenue,215.187,0.21230063717233,380.334156680062,672.825107128594,0.0431791739383363
WK,WK US EQUITY,2025-09-30,canonical,revenue,224.166,0.207654306355423,-46.4633081690668,341.376317861168,0.0417264983479484
WK,WK US EQUITY,2025-12-31,canonical,revenue,238.935,0.195338412819114,-123.158935363086,-40.939406338687,0.0658842108080619
WK,WK US EQUITY,2025-03-31,canonical,gross_margin_gaap,76.5649,20.2199999999991,,,-57.79
WK,WK US EQUITY,2025-06-30,canonical,gross_margin_gaap,76.9768,17.1899999999994,,,41.1900000000003
WK,WK US EQUITY,2025-09-30,canonical,gross_margin_gaap,79.3109,283.79,,,233.410000000001
WK,WK US EQUITY,2025-12-31,canonical,gross_margin_gaap,80.678,353.52,,,136.709999999999
WK,WK US EQUITY,2025-03-31,canonical,operating_margin_gaap,-11.9983,-159.05,,,-533.46
WK,WK US EQUITY,2025-06-30,canonical,operating_margin_gaap,-10.2915,275,,,170.68
WK,WK US EQUITY,2025-09-30,canonical,operating_margin_gaap,-1.519,1021.57,,,877.25
WK,WK US EQUITY,2025-12-31,canonical,operating_margin_gaap,3.2896,995.33,,,480.86
WK,WK US EQUITY,2025-03-31,custom,customers,6.4,0.0491803278688525,-8.19672131147531,,0.015873015873016
WK,WK US EQUITY,2025-06-30,custom,customers,6.5,0.0655737704918034,163.934426229508,316.754654070577,0.015625
WK,WK US EQUITY,2025-09-30,custom,customers,6.5,0.0483870967741935,-171.866737176098,-24.60360852925,0
WK,WK US EQUITY,2025-12-31,custom,customers,6.6,0.0476190476190477,-7.68049155145833,-23.8095238095237,0.0153846153846153
WK,WK US EQUITY,2025-03-31,custom,nrr_pct,1.101,-90.0000000000012,,,-190.000000000001
WK,WK US EQUITY,2025-06-30,custom,nrr_pct,1.137,469.999999999999,,,360
WK,WK US EQUITY,2025-09-30,custom,nrr_pct,1.136,309.999999999999,,,-10.0000000000011
WK,WK US EQUITY,2025-03-31,custom,crpo,636.3,0.235533980582524,85.7252489870497,,0.0146707064264071
WK,WK US EQUITY,2025-06-30,custom,crpo,668.3,0.229170498436638,-63.6348214588667,334.370478098507,0.0502907433600503
WK,WK US EQUITY,2025-09-30,custom,crpo,700.9,0.196075085324232,-330.954131124055,-595.495129187507,0.0487804878048781
WK,WK US EQUITY,2025-12-31,custom,crpo,757.4,0.207781852974007,117.067676497751,-191.796027098121,0.0806106434584106
ZIP,ZIP US EQUITY,2025-03-31,canonical,revenue,110.065,-0.0993044189852701,839.185390721251,2356.57948156864,-0.00842342342342339
ZIP,ZIP US EQUITY,2025-06-30,canonical,revenue,112.232,-0.0927081649151172,65.9625407015285,1814.4232123389,0.0196883659655658
ZIP,ZIP US EQUITY,2025-09-30,canonical,revenue,114.982,-0.0179529226879848,747.552422271325,2297.24260374407,0.0245028155962648
ZIP,ZIP US EQUITY,2025-12-31,canonical,revenue,111.7,0.00630630630630624,242.59228994291,1895.29264363701,-0.0285435981284027
ZIP,ZIP US EQUITY,2025-03-31,canonical,gross_margin_gaap,89.4108,30.8299999999988,,,-22.7100000000007
ZIP,ZIP US EQUITY,2025-06-30,canonical,gross_margin_gaap,89.3408,-19.2399999999992,,,-6.99999999999932
ZIP,ZIP US EQUITY,2025-09-30,canonical,gross_margin_gaap,89.1157,-30.8999999999997,,,-22.5099999999998
ZIP,ZIP US EQUITY,2025-12-31,canonical,gross_margin_gaap,89.1299,-50.7999999999996,,,1.42000000000024
ZIP,ZIP US EQUITY,2025-03-31,canonical,operating_margin_gaap,-10.6019,-986.07,,,-698.45
ZIP,ZIP US EQUITY,2025-06-30,canonical,operating_margin_gaap,-5.9359,-1355.61,,,466.6
ZIP,ZIP US EQUITY,2025-09-30,canonical,operating_margin_gaap,-4.372,-160.56,,,156.39
ZIP,ZIP US EQUITY,2025-12-31,canonical,operating_margin_gaap,3.5819,719.93,,,795.39
